scene_id,im_id,obj_id,score,R,t,time
55,530,01,0.896385133266449,-0.8971017003059387  -0.4418189227581024  -0.002117946743965149  -0.19641360640525818  0.40309736132621765  -0.8938310742378235  0.3957653045654297  -0.8014413714408875  -0.4483985900878906,133.78842175006866  89.70669656991959  1061.496376991272,-1
55,1044,01,0.9692288637161255,-0.9957306981086731  -0.07098978012800217  0.05899771302938461  -0.08418599516153336  0.4363090991973877  -0.8958499431610107  0.03785495460033417  -0.8969921469688416  -0.44042274355888367,167.35459864139557  78.97324115037918  1006.6072940826416,-1
51,780,01,0.9977491497993469,0.6117219924926758  -0.789121687412262  0.05552606284618378  -0.2308238297700882  -0.2451879382133484  -0.9415959715843201  0.7566483020782471  0.5631782412528992  -0.3321349620819092,92.38860011100769  38.12122344970703  976.1912822723389,-1
48,1619,01,0.1475732922554016,0.9178829193115234  -0.382391095161438  0.10615107417106628  0.014369009993970394  -0.23528452217578888  -0.9718203544616699  0.3965911269187927  0.8935427069664001  -0.210469052195549,94.35300529003143  60.707710683345795  1177.024006843567,-1
56,598,01,0.9823055863380432,-0.7160657048225403  0.6962347030639648  0.0500728078186512  0.24788354337215424  0.3206908404827118  -0.9141724109649658  -0.6525363922119141  -0.6421952843666077  -0.402220755815506,-33.8747501373291  41.14696756005287  838.4642601013184,-1
51,1611,01,0.9926061630249023,0.8817854523658752  -0.4690273106098175  0.0496787503361702  -0.11970806121826172  -0.3244384229183197  -0.9383015632629395  0.456206738948822  0.8214336633682251  -0.3422313928604126,104.50980812311172  -0.5827490822412074  802.6363849639893,-1
51,694,01,0.9972257018089294,0.1041143536567688  -0.9942736029624939  0.02409045584499836  -0.3544742166996002  -0.05972805246710777  -0.9331563115119934  0.929251492023468  0.0886155217885971  -0.358662873506546,101.348876953125  41.92204028367996  1011.9158029556274,-1
55,563,01,0.9687891006469727,-0.9704243540763855  -0.2413928061723709  -0.0024991484824568033  -0.10266146063804626  0.4220353364944458  -0.9007479548454285  0.21848875284194946  -0.8738512396812439  -0.4343350827693939,127.8730034828186  84.91787314414978  1072.8275775909424,-1
55,49,01,0.9829490184783936,0.10597708076238632  -0.9932820200920105  -0.046475060284137726  -0.5038568377494812  -0.013347171247005463  -0.8636841773986816  0.8572615385055542  0.11494749039411545  -0.5018863081932068,123.32730740308762  110.28038710355759  937.1755123138428,-1
48,1643,01,0.1667640656232834,0.6763589978218079  0.7201893329620361  0.1544862538576126  0.2984195649623871  -0.07617728412151337  -0.9513899087905884  -0.6734125018119812  0.6895828247070312  -0.2664417624473572,108.4376648068428  64.1060620546341  1209.610104560852,-1
55,1132,01,0.9923571348190308,-0.9983352422714233  0.02641340345144272  0.051274821162223816  -0.0335620678961277  0.45695528388023376  -0.8888563513755798  -0.04690800979733467  -0.8890974521636963  -0.45530804991722107,166.52370989322662  60.79045310616493  1014.0413045883179,-1
56,107,01,0.9911825656890869,-0.9483938217163086  0.31551650166511536  0.03160227835178375  0.09571632742881775  0.3798639178276062  -0.9200770854949951  -0.3023039996623993  -0.8695704936981201  -0.3904605805873871,-56.44579231739044  13.509378768503666  875.8261799812317,-1
48,1580,01,0.1366107165813446,0.07960410416126251  -0.13457360863685608  0.9877009987831116  -0.7274276614189148  0.6696195006370544  0.14986248314380646  -0.6815513372421265  -0.7304107546806335  -0.04458809271454811,105.18062859773636  62.5201016664505  1160.7685089111328,-1
48,1122,01,0.6101909279823303,0.21336328983306885  0.972733199596405  0.09092000871896744  0.2846982181072235  0.027117878198623657  -0.9582335948944092  -0.9345710277557373  0.23033660650253296  -0.2711493968963623,95.78262269496918  12.249012477695942  1110.5695962905884,-1
48,1119,01,0.6003546714782715,0.19001521170139313  0.9771810173988342  0.09492942690849304  0.29599472880363464  0.0351732075214386  -0.9545416831970215  -0.9360989928245544  0.2094760686159134  -0.28255704045295715,94.53760087490082  11.005384847521782  1096.4620113372803,-1
51,672,01,0.9988994598388672,0.4507748484611511  0.8815576434135437  0.1402081996202469  0.45067673921585083  -0.08918054401874542  -0.8882214426994324  -0.7705144882202148  0.46357646584510803  -0.4374977648258209,102.84876823425293  45.698557049036026  1024.1339206695557,-1
48,2066,01,0.29488539695739746,0.3377845287322998  0.9341184496879578  0.11543118208646774  -0.3633423447608948  0.01627814769744873  0.9315135478973389  0.8682649731636047  -0.3565918803215027  0.3449033200740814,72.34872132539749  3.4401535522192717  884.7039937973022,-1
55,1189,01,0.9914159178733826,-0.9944291114807129  0.0904608815908432  0.054107628762722015  -0.006386343855410814  0.4606681168079376  -0.8875495791435242  -0.10521417111158371  -0.8829506635665894  -0.45752403140068054,153.7834256887436  48.87688905000687  1020.238995552063,-1
51,1709,01,0.9934605360031128,0.49894583225250244  0.8617041707038879  0.09229788929224014  0.4004339575767517  -0.13477922976016998  -0.9063593149185181  -0.7685737609863281  0.4891834259033203  -0.4123031795024872,154.79543805122375  9.864244610071182  751.511812210083,-1
48,2070,01,0.16171060502529144,0.2333332598209381  0.9644229412078857  0.12427417188882828  -0.3509419858455658  -0.03566807508468628  0.935717761516571  0.9068602323532104  -0.2619470953941345  0.33013394474983215,71.07316702604294  -0.8638447034172714  884.8050832748413,-1
48,1540,01,0.20681272447109222,0.12937362492084503  -0.0066662924364209175  0.9915735721588135  -0.7765999436378479  0.6210975050926208  0.1055009737610817  -0.6165671944618225  -0.7837049961090088  0.07517660409212112,101.30225867033005  21.463248878717422  1171.762466430664,-1
48,1132,01,0.8169810771942139,0.10388496518135071  0.9924870729446411  0.0646335780620575  0.28989356756210327  0.031948111951351166  -0.9565256237983704  -0.9514040946960449  0.11810547858476639  -0.2843966484069824,91.30624681711197  14.950917102396488  1111.8615865707397,-1
48,1571,01,0.07784303277730942,0.21040241420269012  0.037010882049798965  0.9769140481948853  -0.9682303667068481  0.14601662755012512  0.2030002325773239  -0.13513247668743134  -0.9885896444320679  0.06655730307102203,95.37483006715775  44.48242858052254  1165.9104824066162,-1
48,1624,01,0.42879822850227356,0.18114110827445984  -0.006894467398524284  0.9834330081939697  -0.9722933769226074  0.14898782968521118  0.18013375997543335  -0.1477614790201187  -0.9888150691986084  0.02028437703847885,116.11790955066681  47.990500926971436  1216.8796062469482,-1
48,1542,01,0.08862043917179108,-0.7851668000221252  0.6115571856498718  0.09752428531646729  0.14740344882011414  0.3375082314014435  -0.9297098517417908  -0.6014859676361084  -0.7156018614768982  -0.3551459014415741,96.04886919260025  26.58682130277157  1174.8731136322021,-1
55,1053,01,0.964927077293396,-0.9965896606445312  -0.05564023181796074  0.06093760207295418  -0.07936178147792816  0.44398921728134155  -0.8925108313560486  0.022603867575526237  -0.8943031430244446  -0.44689062237739563,168.30649971961975  81.9173976778984  1005.0894021987915,-1
56,567,01,0.9896544218063354,-0.7388226985931396  0.6733412742614746  0.027435919269919395  0.26908552646636963  0.3320901095867157  -0.9040515422821045  -0.6178463697433472  -0.660551130771637  -0.4265420138835907,-46.503275632858276  34.57251191139221  822.2928047180176,-1
55,1040,01,0.9592927098274231,-0.9974175095558167  -0.04465571045875549  0.05625294893980026  -0.07034455984830856  0.4492872357368469  -0.8906136155128479  0.014497249387204647  -0.8922706246376038  -0.45126813650131226,164.7961437702179  77.55149900913239  1005.9032440185547,-1
48,1608,01,0.0564461350440979,0.9807593822479248  -0.13767611980438232  0.13840657472610474  0.09848948568105698  -0.26318907737731934  -0.959703803062439  0.16855540871620178  0.9548701047897339  -0.24456548690795898,100.48045217990875  68.8992291688919  1118.3768510818481,-1
48,1622,01,0.05089707300066948,0.25969550013542175  0.008142626844346523  0.9656562209129333  -0.960303544998169  0.10765273869037628  0.2573482096195221  -0.10186005383729935  -0.9941552877426147  0.035776324570178986,107.37954825162888  50.73383077979088  1194.4812536239624,-1
48,1059,01,0.9164936542510986,0.9651080965995789  0.2609992027282715  -0.02111765742301941  0.12812994420528412  -0.40037739276885986  0.9073482155799866  0.2283620983362198  -0.8783947825431824  -0.4198492169380188,106.64892941713333  -0.1148634692071937  1163.7015342712402,-1
56,1037,01,0.9936349391937256,-0.24414578080177307  0.9697366952896118  0.0019069821573793888  0.41253402829170227  0.10564091056585312  -0.9047959446907043  -0.8776153326034546  -0.22011543810367584  -0.4258410930633545,-66.07848405838013  46.50428891181946  750.0098943710327,-1
56,1062,01,0.9978172779083252,-0.30592870712280273  0.9519712328910828  0.012592683546245098  0.4165229797363281  0.14572565257549286  -0.897369921207428  -0.8561054468154907  -0.26928603649139404  -0.4410994350910187,-36.4246666431427  51.248811185359955  757.6463222503662,-1
51,1715,01,0.9864112734794617,0.39404743909835815  0.9136170148849487  0.100153349339962  0.42115524411201477  -0.08263307809829712  -0.9032166004180908  -0.8169180154800415  0.39809030294418335  -0.41733595728874207,153.10987830162048  11.077103205025196  750.3311038017273,-1
56,1036,01,0.9682853817939758,-0.09093552082777023  -0.9910598993301392  -0.09762675315141678  -0.36373451352119446  0.12431388348340988  -0.923170268535614  0.9270534515380859  -0.048438750207424164  -0.3717871606349945,-63.06307762861252  47.38425463438034  745.6261515617371,-1
56,1202,01,0.9731983542442322,-0.1441689133644104  -0.9889891147613525  -0.03340890258550644  -0.33707746863365173  0.0808236300945282  -0.9380013942718506  0.9303731918334961  -0.12396925687789917  -0.34501808881759644,-27.11287885904312  36.72564774751663  814.1025304794312,-1
55,1609,01,0.9970675110816956,-0.9276474714279175  0.36627793312072754  0.07287392765283585  0.0849696695804596  0.3970184922218323  -0.9138689041137695  -0.36366236209869385  -0.8415562510490417  -0.3994157314300537,196.8819797039032  25.09314753115177  1028.2429456710815,-1
55,1100,01,0.9817913770675659,-0.9980904459953308  0.0015774136409163475  0.06175023317337036  -0.05449480190873146  0.4482056796550751  -0.8922678232192993  -0.029084280133247375  -0.8939290642738342  -0.44726377725601196,169.4423258304596  68.13646852970123  1009.9036693572998,-1
55,618,01,0.9924216866493225,-0.6258558630943298  -0.7799172401428223  0.005811143666505814  -0.3233157694339752  0.2526545822620392  -0.9119389653205872  0.7097687125205994  -0.5726211071014404  -0.41028478741645813,114.88107591867447  99.83552247285843  1070.441722869873,-1
56,596,01,0.9940081834793091,-0.7871249318122864  0.6142343282699585  0.05613067001104355  0.19147518277168274  0.32984617352485657  -0.924412727355957  -0.5863204598426819  -0.7168807983398438  -0.37724071741104126,-37.06187754869461  43.40223968029022  837.3183608055115,-1
55,610,01,0.9262496829032898,-0.9706581830978394  -0.23986570537090302  0.01694674976170063  -0.117616668343544  0.4121226668357849  -0.9035049676895142  0.2097357213497162  -0.878987729549408  -0.42824244499206543,113.9616146683693  91.13973379135132  1078.9052248001099,-1
48,1097,01,0.7228702306747437,0.17046713829040527  0.982031524181366  0.08096269518136978  0.34583061933517456  0.017312442883849144  -0.9381372928619385  -0.9226820468902588  0.1879209578037262  -0.33666539192199707,66.88141822814941  16.33896678686142  1076.5190124511719,-1
48,1572,01,0.12483034282922745,0.06601853668689728  -0.002036500023677945  0.9978163242340088  -0.7511222958564758  0.6581870913505554  0.05103984475135803  -0.6568538546562195  -0.7528517246246338  0.04192289337515831,70.69338113069534  82.49295502901077  1156.9288969039917,-1
51,1528,01,0.9844240546226501,0.6140181422233582  -0.7890307307243347  0.02030358277261257  -0.16416923701763153  -0.1528320014476776  -0.9745208621025085  0.7720298767089844  0.5950402617454529  -0.22337619960308075,87.75889873504639  13.270992785692215  836.6849422454834,-1
48,1103,01,0.8507217168807983,-0.8466156721115112  -0.5288016200065613  -0.06009073555469513  0.06545430421829224  -0.21550880372524261  0.9743058681488037  -0.5281644463539124  0.8209293484687805  0.2170654535293579,83.44210684299469  0.5206690402701497  1206.054449081421,-1
56,575,01,0.9935494065284729,-0.7178358435630798  0.6953608989715576  0.034422941505908966  0.2704862952232361  0.32410523295402527  -0.9065279960632324  -0.6415207982063293  -0.6414274573326111  -0.42073994874954224,-37.9028283059597  37.078261375427246  822.9143023490906,-1
48,1568,01,0.029089873656630516,0.9312829971313477  0.363192617893219  -0.02834131568670273  -0.08217697590589523  0.2852315306663513  0.9549294710159302  0.3549071252346039  -0.8869804739952087  0.2954773008823395,81.10670000314713  49.46890100836754  1153.448462486267,-1
48,1645,01,0.32573166489601135,0.8938155174255371  0.4473925530910492  -0.030554885044693947  -0.09158777445554733  0.24882808327674866  0.964207649230957  0.4389822483062744  -0.8590254187583923  0.2633821368217468,105.91232031583786  59.685107320547104  1229.2137145996094,-1
51,1045,01,0.9941781759262085,0.8001285195350647  -0.5961692929267883  0.06615683436393738  -0.1185421571135521  -0.2652796506881714  -0.9568566679954529  0.5879985690116882  0.7577658295631409  -0.2829289436340332,114.02391642332077  26.825472712516785  879.7464966773987,-1
51,100,01,0.9926706552505493,0.9736281037330627  -0.22756275534629822  -0.016231119632720947  -0.10552547872066498  -0.38612887263298035  -0.9163889288902283  0.20226868987083435  0.8939349055290222  -0.39995959401130676,32.60248899459839  -7.289493922144175  1045.0564622879028,-1
55,621,01,0.9556319713592529,-0.5540406107902527  -0.8324882388114929  -0.0015911310911178589  -0.35606473684310913  0.23869630694389343  -0.903461217880249  0.7525005340576172  -0.4999876022338867  -0.4286670982837677,112.33750730752945  103.96312177181244  1072.9994773864746,-1
56,53,01,0.998540997505188,-0.9649791121482849  0.26179981231689453  0.01661936193704605  0.09019244462251663  0.3906012773513794  -0.9161309599876404  -0.24633446335792542  -0.8825483918190002  -0.4005344808101654,-66.63824617862701  25.764761492609978  866.8385148048401,-1
56,628,01,0.9751312136650085,-0.6811183094978333  0.7302558422088623  0.05295433849096298  0.27088025212287903  0.31852462887763977  -0.9083865284919739  -0.6802219152450562  -0.6043744087219238  -0.4147648513317108,-55.62981590628624  33.83665159344673  841.4806723594666,-1
51,1076,01,0.9777848720550537,0.7516976594924927  0.6488855481147766  0.11789025366306305  0.28588175773620605  -0.15950822830200195  -0.9448961019515991  -0.5943249464035034  0.7439788579940796  -0.30540648102760315,115.12112617492676  30.22962249815464  871.3229894638062,-1
